jaccard_similarity,skill_coverage,experience_match,education_match,matched_skill_count,missing_skill_count,candidate_skill_count,required_skill_count,label
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,1.0,0,7,1,7,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.25,0.5,1.0,1.0,1,1,3,2,1
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.4286,0.6,1.0,1.0,3,2,5,5,1
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,0.0,1.0,0.0,0,4,0,4,0
0.0,0.0,0.0,1.0,0,2,7,2,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.15,1.0,0,1,0,1,1
0.0,1.0,1.0,1.0,0,0,3,0,0
0.25,0.6,1.0,0.5,3,2,10,5,1
0.0,0.0,1.0,1.0,0,1,0,1,1
0.1429,0.2,1.0,0.0,1,4,3,5,1
0.0769,0.1667,1.0,1.0,1,5,8,6,0
0.2,0.3333,0.0,0.0,1,2,3,3,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,7,0,7,0
0.25,1.0,1.0,1.0,1,0,4,1,0
0.0,0.0,0.0,1.0,0,1,0,1,0
1.0,1.0,0.8333,1.0,1,0,1,1,0
0.0,1.0,0.6,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,5,0,0
0.1,1.0,1.0,1.0,1,0,10,1,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,1.0,0.1,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,7,0,0
0.0,0.0,0.0,0.5,0,9,0,9,0
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.1429,0.1667,0.0,0.0,1,5,2,6,0
0.0909,0.25,1.0,1.0,1,3,8,4,1
0.1429,1.0,1.0,0.0,1,0,7,1,1
0.0,1.0,1.0,1.0,0,0,7,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.1429,0.3333,0.6,1.0,1,2,5,3,0
0.1667,0.25,0.0,0.0,2,6,6,8,0
0.2857,0.6667,0.0,0.5,4,2,12,6,1
0.1364,0.2143,1.0,0.0,3,11,11,14,1
0.0,1.0,1.0,1.0,0,0,0,0,0
1.0,1.0,0.7143,1.0,1,0,1,1,1
0.0,0.0,1.0,1.0,0,6,5,6,0
0.0,1.0,0.575,1.0,0,0,2,0,0
0.1667,0.5,0.0,1.0,1,1,5,2,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.0,0,0,2,0,0
0.0,0.0,1.0,1.0,0,2,6,2,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,1,4,1,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.1667,0.2,0.0,0.0,1,4,2,5,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.25,0.5,0.0,0.0,2,2,6,4,1
0.0,0.0,1.0,0.0,0,2,9,2,1
0.0,0.0,0.625,1.0,0,6,2,6,0
0.0,1.0,1.0,0.0,0,0,7,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.1111,0.3333,0.0,1.0,1,2,7,3,1
0.0,1.0,0.0,1.0,0,0,4,0,0
0.0,1.0,0.625,1.0,0,0,3,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.2,0.2,1.0,0.0,1,4,1,5,0
0.0,1.0,0.0,1.0,0,0,1,0,1
0.0,0.0,0.0,0.0,0,2,0,2,0
0.2222,0.3333,0.0,0.5,2,4,5,6,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,0.0,0.5,0,0,4,0,0
0.0,0.0,0.0,1.0,0,1,1,1,0
0.0,1.0,0.0,1.0,0,0,4,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,6,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,4,1,4,0
0.0,1.0,0.0,1.0,0,0,9,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.25,1.0,0,1,2,1,0
0.0,0.0,0.0,0.0,0,2,3,2,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.1818,0.6667,1.0,1.0,2,1,10,3,0
0.0,0.0,0.0,1.0,0,1,3,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,1,3,1,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,0.0,0.0,1.0,0,1,2,1,0
0.2,0.3333,1.0,1.0,1,2,3,3,1
0.0,0.0,1.0,1.0,0,8,0,8,0
0.0,1.0,0.7143,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,0.0,0,1,4,1,0
0.0,1.0,1.0,0.5,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,8,0,1
0.0,0.0,1.0,1.0,0,6,0,6,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0833,0.25,1.0,0.0,1,3,9,4,0
0.0,1.0,1.0,0.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,9,0,0
0.0,0.0,0.0,0.0,0,3,0,3,0
0.125,0.5,1.0,1.0,1,1,7,2,1
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,6,0,0
0.0,1.0,0.5,1.0,0,0,1,0,0
0.0,0.0,0.0,0.0,0,2,7,2,0
0.1667,1.0,1.0,1.0,1,0,6,1,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.375,0.6,1.0,0.0,3,2,6,5,1
0.375,0.6,1.0,0.0,3,2,6,5,1
0.0,0.0,0.0,1.0,0,1,1,1,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,2,4,2,0
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,2,1,2,0
0.0,1.0,0.6,0.0,0,0,1,0,0
0.125,0.3333,1.0,1.0,1,2,6,3,0
0.0,1.0,0.0,0.0,0,0,2,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.5,1.0,1.0,0.0,1,0,2,1,1
0.0,0.0,1.0,0.0,0,5,2,5,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,1.0,0.0,1.0,1,0,2,1,0
0.3333,0.5,0.0,1.0,1,1,2,2,1
0.0,1.0,0.0,1.0,0,0,2,0,0
0.1667,0.25,1.0,1.0,1,3,3,4,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,3,0,3,0
0.0,0.0,1.0,0.0,0,1,3,1,0
0.2,0.25,1.0,1.0,1,3,2,4,1
0.0,0.0,0.5,0.0,0,5,0,5,0
0.0,0.0,1.0,1.0,0,1,1,1,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,0.7143,1.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,3,0,3,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,0.5,0,2,2,2,0
0.0,1.0,0.0,0.0,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,12,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.2,0.5,1.0,0.0,1,1,4,2,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,9,0,0
0.0,0.0,0.0,1.0,0,4,6,4,0
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,0.7,1.0,0,0,17,0,0
0.0,1.0,0.0,1.0,0,0,4,0,0
0.125,0.25,1.0,1.0,1,3,5,4,0
0.0,0.0,1.0,1.0,0,2,2,2,0
0.1111,0.1667,0.0,0.5,1,5,4,6,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.2,0.25,0.0,0.0,1,3,2,4,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,2,2,2,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,7,0,1
0.2273,0.625,1.0,1.0,5,3,19,8,0
0.1,0.1667,1.0,1.0,1,5,5,6,0
0.0,0.0,0.0,1.0,0,3,0,3,0
0.0,0.0,0.0,0.5,0,2,8,2,1
0.0,0.0,0.0,0.5,0,2,0,2,0
0.0,1.0,0.2857,0.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,7,0,7,0
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,1.0,0.0,0,0,4,0,0
0.1111,1.0,1.0,1.0,1,0,9,1,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,5,1,1
0.0,0.0,1.0,1.0,0,6,0,6,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,1.0,1.0,0,0,4,0,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,0.0,1.0,0,4,1,4,0
0.1,1.0,1.0,1.0,1,0,10,1,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,0.75,1.0,0,1,0,1,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,2,0,2,1
0.5,0.5,1.0,0.5,1,1,1,2,0
0.0,0.0,1.0,0.5,0,2,5,2,0
0.0,0.0,0.45,1.0,0,4,0,4,0
0.0,0.0,1.0,1.0,0,4,2,4,0
0.0,1.0,0.7,0.5,0,0,0,0,0
0.2,1.0,1.0,1.0,1,0,5,1,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0909,0.2,1.0,1.0,1,4,7,5,1
0.0,0.0,1.0,0.5,0,2,7,2,0
0.0,0.0,1.0,1.0,0,1,2,1,1
0.0,1.0,0.0,1.0,0,0,1,0,0
0.1667,0.5,0.6,1.0,1,1,5,2,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,9,1,0
0.0,1.0,0.0,1.0,0,0,4,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.1429,1.0,1.0,1.0,1,0,7,1,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.6571,1.0,0,1,2,1,1
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.25,0.5,0.0,1.0,2,2,6,4,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,0.0,0.0,1.0,0,4,0,4,0
0.0,1.0,1.0,1.0,0,0,1,0,1
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,0.0,1.0,1.0,0,1,2,1,1
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,0.0,1.0,0.5,0,2,0,2,0
0.0,0.0,1.0,1.0,0,3,6,3,1
0.0,1.0,0.0,1.0,0,0,9,0,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,0.0,0.0,1.0,0,1,0,1,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.25,0.5,0.0,0.5,1,1,3,2,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,0.0,0.0,1.0,0,4,0,4,0
0.2857,0.5,1.0,0.0,2,2,5,4,1
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,0.0,1.0,0,0,6,0,0
0.0,1.0,0.0,1.0,0,0,2,0,1
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.1818,0.25,1.0,1.0,2,6,5,8,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,0.6,1.0,0,0,3,0,0
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,0.0,1.0,0.5,0,1,3,1,1
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,1,2,1,1
0.0,1.0,1.0,0.0,0,0,6,0,0
0.0,0.0,0.0,1.0,0,4,0,4,0
0.375,0.75,0.0,0.0,3,1,7,4,1
0.1818,0.2857,0.0,1.0,2,5,6,7,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,3,3,3,0
0.1429,1.0,0.0,1.0,1,0,7,1,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.5,1.0,1.0,0.0,1,0,2,1,1
0.0,1.0,1.0,1.0,0,0,2,0,0
0.1818,0.5,0.0,1.0,2,2,9,4,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,7,0,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,0.0,1.0,0.5,0,1,3,1,1
0.0,0.0,0.0,1.0,0,1,3,1,1
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,1.0,1.0,1.0,0,0,7,0,0
0.125,1.0,0.0,1.0,1,0,8,1,1
0.0,0.0,0.0,1.0,0,5,3,5,1
0.25,0.6,1.0,0.0,3,2,10,5,0
0.0,0.0,1.0,1.0,0,1,1,1,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.25,0.6667,0.8,1.0,2,1,7,3,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,0.0,0.0,1.0,0,2,1,2,0
0.0,0.0,0.0,0.0,0,4,2,4,0
0.0,1.0,1.0,1.0,0,0,2,0,1
0.0,0.0,1.0,0.0,0,2,0,2,0
0.0,0.0,0.0,0.0,0,8,0,8,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.25,0.5,0.0,0.5,1,1,3,2,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,0.0,0,0,1,0,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,0.0,1.0,1.0,0,3,2,3,0
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,0.0,1.0,0,0,7,0,0
0.0,0.0,0.0,0.0,0,6,2,6,0
0.0,1.0,1.0,1.0,0,0,6,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,0.0,1.0,1.0,0,1,6,1,1
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,0.0,0.0,1.0,0,4,1,4,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.2308,0.5,0.0,1.0,3,3,10,6,1
0.1111,1.0,0.0,1.0,1,0,9,1,1
0.0,0.0,1.0,0.0,0,1,1,1,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,0.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,1,6,1,0
0.0,1.0,1.0,0.5,0,0,2,0,1
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,2,0,1
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,11,0,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.3333,1.0,0.0,0.5,2,0,6,2,1
0.25,0.25,0.0,1.0,1,3,1,4,1
0.1667,1.0,0.0,1.0,1,0,6,1,0
0.0,1.0,1.0,0.5,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,3,2,3,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,2,0,2,0
0.0,1.0,1.0,1.0,0,0,7,0,0
0.2,0.2,0.0,0.5,1,4,1,5,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.1111,0.5,1.0,0.0,1,1,8,2,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,8,0,8,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,5,11,5,0
0.2,0.3333,1.0,1.0,1,2,3,3,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,9,0,0
0.0,1.0,0.0,1.0,0,0,3,0,1
0.0,0.0,1.0,1.0,0,1,5,1,1
0.0,0.0,0.35,1.0,0,1,3,1,0
0.0769,1.0,1.0,1.0,1,0,13,1,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,1.0,0.0,1.0,0,0,2,0,0
0.0,1.0,1.0,1.0,0,0,1,0,1
0.1429,0.1667,1.0,0.0,1,5,2,6,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,0.0,1.0,1.0,0,2,5,2,0
0.0,0.0,0.48,1.0,0,6,0,6,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,5,0,5,0
0.0,1.0,0.9,0.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,9,0,0
0.0,0.0,1.0,1.0,0,2,7,2,0
0.0,1.0,1.0,0.0,0,0,3,0,0
0.0,0.0,0.0,1.0,0,1,1,1,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.2,1.0,0.0,0.0,1,0,5,1,0
1.0,1.0,0.0,1.0,1,0,1,1,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.5,1.0,1.0,0.5,1,0,2,1,0
0.0,1.0,1.0,0.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,9,0,9,0
0.2,0.2,1.0,1.0,1,4,1,5,0
0.1111,0.3333,1.0,1.0,1,2,7,3,1
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.0,0.0,0.0,1.0,0,7,0,7,0
0.0,0.0,1.0,1.0,0,2,1,2,1
0.5,1.0,0.0,1.0,1,0,2,1,0
0.0,1.0,0.6,1.0,0,0,7,0,0
0.0,0.0,0.0,1.0,0,1,2,1,0
0.0,1.0,1.0,0.0,0,0,0,0,1
0.5,1.0,0.0,0.0,1,0,2,1,1
0.0,1.0,0.0,0.0,0,0,3,0,1
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,1,10,1,0
0.0,1.0,0.0,0.5,0,0,1,0,1
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,2,6,2,0
0.0,1.0,1.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,2,3,2,0
0.0,1.0,1.0,0.0,0,0,3,0,0
0.0,1.0,1.0,0.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,7,0,1
0.0,0.0,0.0,0.5,0,5,0,5,0
0.0,0.0,1.0,0.0,0,6,2,6,0
0.0,0.0,1.0,1.0,0,1,1,1,1
0.0,1.0,1.0,0.0,0,0,0,0,1
0.0,1.0,0.0,0.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,1.0,1.0,1.0,0,0,0,0,0
0.25,0.5,1.0,1.0,1,1,3,2,1
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,1.0,1.0,0.5,0,0,9,0,0
0.0,1.0,1.0,1.0,0,0,3,0,0
0.0,1.0,0.0,0.5,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.5,0.5,1.0,1.0,1,1,1,2,1
0.5,1.0,0.8,1.0,1,0,2,1,0
0.0,1.0,1.0,1.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.0,0,5,0,5,0
0.2857,0.6667,1.0,1.0,2,1,6,3,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,1.0,0.0,0.0,0,0,0,0,1
0.0,0.0,1.0,1.0,0,1,6,1,0
0.0,1.0,1.0,1.0,0,0,5,0,0
0.0,0.0,0.0,0.0,0,4,0,4,0
0.0,1.0,0.0,1.0,0,0,1,0,0
0.0,1.0,0.0,1.0,0,0,7,0,0
0.0,1.0,1.0,1.0,0,0,2,0,0
0.125,0.25,0.0,1.0,1,3,5,4,0
0.0,1.0,0.6,1.0,0,0,0,0,1
0.0,1.0,1.0,1.0,0,0,1,0,0
0.2,0.3333,0.8,1.0,1,2,3,3,0
0.0,0.0,0.0,0.0,0,1,0,1,0
0.0,0.0,0.0,1.0,0,1,0,1,0
0.2,0.2857,1.0,1.0,2,5,5,7,0
0.0,0.0,1.0,1.0,0,4,5,4,0
0.0,1.0,0.0,1.0,0,0,0,0,1
0.0,0.0,0.0,0.5,0,1,0,1,0
0.0,0.0,0.0,1.0,0,3,2,3,0
0.0,0.0,1.0,1.0,0,3,4,3,1
0.0714,0.0714,1.0,1.0,1,13,1,14,0
0.3333,1.0,0.0,1.0,1,0,3,1,0
0.0,0.0,0.35,0.0,0,1,5,1,0
0.2,1.0,1.0,1.0,1,0,5,1,1
0.0,0.0,1.0,1.0,0,3,0,3,0
0.0,1.0,0.0,0.0,0,0,0,0,0
0.0,0.0,0.0,0.0,0,2,0,2,0
0.2222,0.5,0.0,0.5,2,2,7,4,0
0.0,1.0,0.0,1.0,0,0,0,0,0
0.0,0.0,1.0,0.0,0,2,2,2,0
0.2,0.2,1.0,0.0,1,4,1,5,0
0.0,0.0,1.0,1.0,0,1,0,1,0
0.0,0.0,1.0,1.0,0,3,1,3,0
0.0,0.0,0.0,1.0,0,2,0,2,0
0.0833,1.0,1.0,1.0,1,0,12,1,1
